site,m_group,dataset,mean,sd,2.5%,25%,50%,75%,97.5%
PD,notatus,species,32.27324161666362,20.795251230927043,4.240841299644184,16.158929850562075,28.356618084934897,44.0423869661288,84.02774853806973
PD,pugio,species,14.263967414108544,11.869969536039324,1.8191002854063085,6.481208387714857,11.414901933264737,18.29813739713459,45.50544594309318
PD,punctatus,species,18.795220296116288,13.06568203624151,2.7831535579084195,9.73028536916189,15.945256619624665,24.628986286940957,54.1614568677373
MR,affinis,species,23.666593380001117,18.462623877858555,2.7474827074338926,10.322351833704136,18.19336767755993,31.800512004147397,74.14172105845176
MR,cyanoguttatus,species,20.401697721496117,18.713246804799216,1.9833271844175608,7.30936953508752,14.050845913758959,26.345059751534432,75.25756305530594
MR,macrochirus,species,5.617909883679988,3.6635022767587357,0.9284201684994815,2.8746408171370397,4.859666601692333,7.469652564180118,14.381258876704669
MR,pugio,species,47.92158255525953,28.667270779920322,3.028880623881832,21.932394098458023,48.61773187519275,72.59281771510426,94.6438246669959
LN,beryllina,species,49.65670858448624,22.635600136133753,9.045112724931778,32.12616941332019,49.27548765734045,66.75925081576436,91.76405624796702
LN,dormitor,species,50.04606426436,23.851176565408164,7.818736606759932,30.872268330121145,49.976918633622866,68.75908388301154,93.0132366976104
LN,grandis,species,57.89974649830908,23.62249999456449,8.960826932900776,40.60429499897938,60.810601981032164,76.99591608158806,94.34455116950879
LN,mitchilli,species,72.7959279289911,15.688214980113777,36.9104234103973,63.49348504851656,74.71366201878054,84.91090766972013,95.85250031698747
LN,pugio,species,52.62407174182112,22.77480975040732,9.683168442522613,35.40300767475934,53.04043277546743,69.88588311259784,93.24460524213644
LN,salmoides,species,46.448429854319805,23.623250224377205,6.193114824760912,27.43199541755521,45.721383299449045,64.23773476897247,91.47940609192743
LN,spatula,species,58.56009003927025,23.107471343494446,10.87507842937321,42.44002098795532,61.14358656875905,77.18836945160693,94.26465798565128
LN,variegatus,species,57.34716756969801,23.312825183834065,9.507827648675358,40.747527628013835,60.33269364666034,75.92600729533831,93.67272373890012
GC,affinis,species,7.963930870695791,4.735868979454956,1.540118281793821,4.524015958512567,7.049786818834384,10.402133098980864,19.46832019725389
GC,clarkii,species,7.720234930756968,6.134678705210552,1.116185242588651,3.704554715109504,6.122297371104806,9.814863485759178,24.380898268018264
GC,gulosus,species,6.753254431455509,3.639908273760827,1.3014562842794353,4.0536589478027825,6.220854428382203,8.838308857000122,15.478050796037612
GC,gyrinus,species,8.73616182212559,5.5147975036883645,1.4988497624495885,4.647271583407555,7.641670905209363,11.69726570315708,22.08123104838645
GC,humilis,species,12.485250820921989,7.8972873764357185,2.061580502821602,6.656504643266007,10.799452831385052,16.679974684074597,31.77427272660956
GC,macrochirus,species,5.825859482780359,5.26572126817312,0.8770909823539024,2.6803069576625584,4.486018140844307,7.0961147079019264,20.615277443834536
GC,megalotis,species,8.065759289063745,3.895188561584316,1.7613001028531965,5.257457135090618,7.682581435451488,10.505485605780308,16.801681342480094
GC,pugio,species,6.645294122850343,4.333049313577838,1.1236715015106882,3.4844828943063204,5.7038629521618835,8.905442832711358,17.43770527274788
EM,clarkii,species,23.154494659216493,7.522076222891566,11.321267781218422,17.840459603042362,22.22565465280424,27.08763894429736,40.7121754223121
EM,cyanellus,species,30.0080840027017,8.318486327249973,17.873068877320218,24.337783817131406,28.69978497509045,34.16793609417692,49.7414883570096
EM,gulosus,species,20.121200791091827,16.267253097355187,2.752997222820621,9.22719104080013,15.0909933809234,25.651486864224537,66.7925930698619
EM,gyrinus,species,24.57215937040783,7.107550498649175,13.603806342778862,19.787349433806362,23.49972033644735,28.405286841942186,40.989787264952355
EM,macrochirus,species,16.06519279896185,8.355598381757346,3.910724930494437,10.109959143338722,14.722279577143581,20.5551161894505,35.65088879135215
EM,megalotis,species,27.57000574486867,8.114062970222168,15.300810914660401,22.1573217579255,26.2456022069818,31.581280096881958,47.39662240553337
EM,pugio,species,14.113276292509621,11.91972129287089,1.5449750586768551,5.598653971501433,10.590412098248493,19.037646373297214,46.77626170130366
AR,auritus,species,6.872317377230543,3.555272988557854,1.5003157125050661,4.250330255698841,6.364101853501233,8.89511223904547,15.22522408212529
AR,clarkii,species,21.087950704363834,10.720513292751797,5.730896578975808,13.766313417351228,19.316333177444456,26.316010007626222,48.091913477257116
AR,cyanellus,species,16.222354071788416,5.360766648397951,7.002831741515305,12.52097379803223,15.769031178733384,19.348123015833206,28.040856878680554
AR,cyanoguttatus,species,6.1420377666645924,3.295560312228375,1.3496363470262573,3.688090645360199,5.608681374955927,8.053385837082427,13.953699629668423
AR,macrochirus,species,11.318746642127785,3.425937887354323,5.110837317565515,8.962468116032513,11.11939337640212,13.419840744263963,18.3577898409525
AR,megalotis,species,2.87618434791208,1.5483329434660702,0.6183475393881489,1.696914602197551,2.6152942038290687,3.7684233723981233,6.510883348173069
AR,punctatus,species,15.809221124063711,10.21920303196588,3.0023889572942632,9.19105940164154,14.006045974195686,19.981220957163618,41.260911857329354
